"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","웹사이트","운영시간","운영요일","휴무일","교통정보"
"27296","ko","망우산 사색의 길","https://korean.visitseoul.net/nature/망우산-사색의-길/KOP027296?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027296","131-800 서울 중랑구 망우동 산 57-1 ","02178 서울 중랑구 망우로 570 (망우묘지관리사무소) ","","","","","","경의중앙선 양원역 2번 출구에서 약 1.5km (도보 29분)"
"35622","ko","화랑대 철도공원","https://korean.visitseoul.net/nature/화랑대철도공원/KOP035622?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP035622"," 서울 노원구 공릉동 29-4 ","01802 서울 노원구 화랑로 608 (공릉동) 화랑대 철도공원","","","24시간 운영","","연중무휴","6호선 화랑대역 4번 출구에서 약 857m (도보 15분) "
"1605","ko","응봉 암벽 등반 공원","https://korean.visitseoul.net/nature/응봉-암벽-등반-공원/KOP001605?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001605","133-080 서울 성동구 응봉동 269-4","04742 서울특별시 성동구 독서당로60길 13-1 (응봉동) ","02-2286-5674","","","","","경의중앙선 1번 출구에서 약 668m (도보 12분)"
"28776","ko","어린이대공원 반려견 놀이터","https://korean.visitseoul.net/nature/어린이대공원-반려견-놀이터/KOP028776?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP028776"," 서울 광진구 능동 18 ","04991 서울 광진구 능동로 216 (능동, 어린이대공원) ","02-2124-2835","https://animal.seoul.go.kr/animalplay/1","매일 00:00 - 24:00 (동절기 12.21.~다음해 1.31. 휴장)","","※ 단, 동절기(12월 ~1월) 및 우천 등으로 인해 바닥이 젖어 이용이 곤란한 경우에는 개장하지 않습니다. ※ 안전사고 방지 등을 위해 필요 시 운영을 중단할 수 있습니다.","7호선 어린이대공원역 2번 출구에서 약 994m (도보 15분)"
"4823","ko","북서울꿈의숲","https://korean.visitseoul.net/nature/북서울-꿈의-숲/KOP004820?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004820"," 서울특별시 강북구 번동 산28-6 ","01228 서울특별시 강북구 월계로 173  (번동) ","120","http://parks.seoul.go.kr/template/sub/dreamforest.do","매일 00:00 - 24:00","","","지하철 6호선 돌곶이역 3번 출구, 약 1.5km (도보 23분) "
"27689","ko","아차산","https://korean.visitseoul.net/nature/아차산/KOP027689?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027689","143-816 서울 광진구 구의동 3-19 ","04948 서울 광진구 영화사로 135 (아차산등산로 입구) ","02-450-1395","","00:00~24:00","매일","","5호선 아차산역 2번 출구에서 약 1km (도보 18분) 5호선 광나루역 1번 출구에서 약 1.1km (도보 20분)"
"39306","ko","인왕산 야경","https://korean.visitseoul.net/nature/인왕산야경/KOP039306?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP039306"," 서울 종로구 무악동 산 2-7 ","03023 서울 종로구 사직동 산 1-24 인왕산 등산로 입구 ","02-2148-1114","","","매일","","3호선 독립문역 3-1번 출구에서 약 825m (도보 20분)"
"38785","ko","응봉산 팔각정 ","https://korean.visitseoul.net/nature/응봉산-팔각정/KOP038785?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP038785"," 서울 성동구 금호동4가 1539 ","04743 서울 성동구 독서당로 362 (응봉산팔각정 공중화장실) ","02-2286-6061","","00:00 ~ 24:00","매일","","경의중앙선 응봉역 1번 출구에서 약 886m (도보 19분)"
"1579","ko","탑골공원","https://korean.visitseoul.net/nature/탑골공원/KOP001577?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001577","110-122 서울 종로구 종로2가 38-1","110-122 서울특별시 종로구 종로 99 (종로2가) ","02-731-0534","http://parks.seoul.go.kr/parks/detailView.do?pIdx=60","하절기 (3월~10월)        09:00 ~ 18:00 동절기 (11월~2월)        09:00 ~17:00","매일","","1, 3, 5호선 종로3가역 1번 출구에서 약 249m (도보 3분) 1호선 종각역 3번 출구에서 약 413m (도보 7분)"
"2269","ko","고척근린공원","https://korean.visitseoul.net/nature/고척근린공원/KOP002269?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002269","152-080 서울 구로구 고척2동 산 9-14 ","08239 서울 구로구 고척로45길 31 (고척동, 고척시립도서관) ","02-2619-6640","","","","","1호선 개봉역 2번 출구에서 약 1.4km (도보 24분)"
"12993","ko","여의도 한강공원","https://korean.visitseoul.net/nature/여의도-한강공원소녀시대숲/KOP012993?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP012993"," 서울특별시 영등포구 여의도동 윤중로 ","07231 서울특별시 영등포구 여의도 여의서로(윤중로) ","","https://hangang.seoul.go.kr/www/contents/669.do?mid=473","","","","5호선 여의나루역 3번 출구에서 약 213m (도보 3분)  "
"6606","ko","토성산성어울길","https://korean.visitseoul.net/nature/토성산성어울길/KOP006603?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP006603"," 서울특별시 송파구 오륜동 몽촌토성"," 서울특별시 송파구 올림픽로 424  (방이동) 올림픽공원","02-2147-2000","","","","","8호선 몽촌토성역 1번 출구에서 약 341m (도보 6분)"
"4023","ko","잠실 한강공원","https://korean.visitseoul.net/nature/잠실-한강공원/KOP004023?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004023","138-220 서울 송파구 잠실동 1-1","138-220 서울특별시 송파구 한가람로 65  (잠실동) ","02-3780-0511","https://hangang.seoul.go.kr/archives/46639","","","","2, 8호선 잠실역 5번 출구에서 약 1.4km (도보 21분) "
"1755","ko","서대문독립공원","https://korean.visitseoul.net/nature/서대문독립공원/KOP001753?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001753","120-080 서울 서대문구 현저동 101일대","03732 서울시 서대문구 통일로 251 (현저동) ","02-3140-8305","https://sphh.sscmc.or.kr/#secondPage","24시간 연중무휴","","","3호선 독립문역 4, 5번 출구에서 약 150m (도보 2분)"
"1943","ko","용마폭포공원","https://korean.visitseoul.net/nature/용마폭포공원/KOP001943?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001943","131-812 서울 중랑구 면목동 산 1-4 ","02257 서울 중랑구 용마산로 250-12 (면목동, 용마폭포공원관리사무소) ","02-2094-2965","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599","※ 인공폭포 가동기간 : 5~8월(4개월간) 탄력적운영 자세한 사항은 홈페이지를 참고해주세요.","월요일 ~ 일요일 ","","7호선 용마산역 1번 출구에서 약 325m (도보 6분)"
"3798","ko","백악(북악)산 (서울 한양도성)","https://korean.visitseoul.net/nature/북악산서울-한양도성/KOP003796?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003796","110-041 서울 종로구 누상동 산 1-3 일원","03038 서울 종로구 옥인6길 26-17 ","02-730-9924","https://www.instagram.com/seoulhikingtourism_official/","봄,가을(3~4월,9~10월)  07:00 - 18:00 (16시까지 입산) 여름(5~8월) 07:00 - 19:00 (17시까지 입산) 겨울(11~2월) 09:00 - 17:00 (15시까지 입산)","연중무휴","","3호선 경복궁역 3번 출구에서 7212, 7022, 1020 버스 탑승, 자하문고개.윤동주문학관 정류장 하차 후 북악산 정상까지 약 807m (도보 29분)"
"1789","ko","도산공원","https://korean.visitseoul.net/nature/도산공원/KOP001789?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001789","135-896 서울 강남구 신사동 649-9 649-9","06020 서울 강남구 도산대로45길 20 (도산전시관) ","02-3423-6285","","24시간 개방 * 도산 안창호 기념관 매일 10:00 ~ 18:00","월요일 ~ 일요일 ","도산 안창호 기념관 1월 1일, 명절 연휴 휴무 ","3호선 압구정역 3번 출구에서 약 882m (도보 14분)"
"35307","ko","중랑캠핑숲","https://korean.visitseoul.net/nature/중랑캠핑숲/KOP035307?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP035307"," 서울 중랑구 망우동 76 ","02062 서울 중랑구 망우로87길 110 (망우동, 캠핑장관리소) 중랑캠핑장","0507-1349-8138","http://www.joongrangsoop.com/","캠핑장 입실 13:00 ~ 퇴실 익일 11:00 바베큐장 입실 11:00 ~ 퇴실 당일 21:00","매일","","1. 경의중앙선 : 양원역 2번출구에서 약 500m (도보 7분) 2. 6호선 : 봉화산역 4번출구에서 지선 2113번 버스로 양원역 방면으로 탑승 3. 7호선 : 상봉역 2번출구에서 간선 262번 버스 탑승 후 북부노인병원 정류장에서 하차"
"16322","ko","하늘공원 야경","https://korean.visitseoul.net/nature/하늘공원-야경/KOP016322?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016322","121-832 서울 마포구 상암동 482 ","03900 서울 마포구 하늘공원로 95 (상암동, 탐방객안내소) ","02-300-5501","http://parks.seoul.go.kr/template/sub/worldcuppark.do","매일 05:00~20:30  월마다 유동적 ※ 하늘공원은 서울시 야생동식물 보호구역으로 이용시민 안전과 시설물 보호를 위하여 야간이용 제한 (일몰시간에 따라 매달 통제시간이 달라지니 홈페이지에서 확인 부탁드립니다.)","","","6호선 월드컵경기장역 1번 출구에서 맹꽁이전동차 매표소까지 약 803m (도보 14분) 6호선 월드컵경기장역 1번 출구에서 하늘공원까지 약 1.9km (도보 43분) "
"42009","ko","남산예장공원","https://korean.visitseoul.net/nature/남산예장공원/KOP042009?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP042009"," 서울 중구 예장동 4-1 ","04628 서울 중구 퇴계로26길 36 (예장동) ","","","","","","4호선 명동역 1번 출구에서 약 211m (도보 3분)"
"37529","ko","백련산","https://korean.visitseoul.net/nature/백련산/KOP037529?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037529"," 서울 서대문구 홍은동 ","03651 서울 서대문구 홍은동 등산로 입구마다 상이","","","","","","3호선 홍제역 3번 출구에서 서대문14 마을버스 탑승하여 삼성그린빌 정류장 하차 후 약 294m (도보 11분)"
"36989","ko","서초문화예술공원","https://korean.visitseoul.net/nature/서초문화예술공원/KOP036989?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP036989"," 서울 서초구 양재동 200 ","06769 서울 서초구 바우뫼로12길 40 (양재동, 서초문화예술공원) ","02-2155-8601","https://www.seocho.go.kr/site/seocho/04/10405010200002015070703.jsp","","","","신분당선 양재시민의숲역 5번 출구에서 약 681m (도보 10분)"
"36971","ko","살곶이길","https://korean.visitseoul.net/nature/살곶이길/KOP036971?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP036971"," 서울 성동구 성수동2가 284-108 광나룻길","04792 서울 성동구 광나루로 200 ","","","","","","2호선 용답역 2번 출구에서 약 355m (도보 7분)"
"2210","ko","몽촌토성","https://korean.visitseoul.net/nature/몽촌토성/KOP002210?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002210","138-050 서울 송파구 방이동 88","05540 서울특별시 송파구 올림픽로 424  (방이동) ","02-2147-2001","","몽촌토성  도보나 자전거 출입 : 05:00 ~ 22:00  차량 출입 : 06:00 ~ 22:00  몽촌역사관  09:00 ~ 18:00 ","매일","","8호선 몽촌토성역 1번 출구에서 약 1.1km (도보 18분)"
"12315","ko","현대원서공원","https://korean.visitseoul.net/nature/현대원서공원/KOP012311?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP012311"," 서울 종로구 원서동 181 ","03058 서울특별시 종로구 창덕궁길 19 (원서동) ","02-731-0120","","","","","3호선 안국역 3번 출구에서 약 362m (도보 5분)"
"1562","ko","우장공원","https://korean.visitseoul.net/nature/우장공원/KOP001562?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001562"," 서울 강서구 내발산동 산 4-5 ","07647 서울 강서구 공항대로42길 51-22 (내발산동, 강서청소년회관) ","02-2600-4185","","","월요일~일요일","","5호선 발산역 5번 출구에서 약 1.1km (도보 23분) "
"39707","ko","효창공원","https://korean.visitseoul.net/nature/효창공원-/KOP039707?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP039707"," 서울 용산구 효창동 255 ","04311 서울 용산구 효창원로 177-18 (효창공원) ","","","","매일","","경의중앙, 6호선 효창공원앞역 1번 출구에서 약 717m (도보 12분)"
"48636","ko","안양천","https://korean.visitseoul.net/nature/Anyangcheon/KOPxjlehm?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPxjlehm"," 서울 영등포구 양평동 498 ","07277 서울 영등포구 양평동 498 ","","","","","","지하철 5호선 오목교역 5번 출구 465m"
"2100","ko","망우리공원","https://korean.visitseoul.net/nature/브이스파-롯데에비뉴엘본점/KOP002100?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002100"," 서울 중랑구 망우동 산 57-1 ","02178 서울 중랑구 망우로91길 2 (망우동) ","02-2094-6800","https://manguripark.or.kr/","","","","경의중앙선 양원역 2번 출구에서 약 1.5km (도보 29분)  "
"27688","ko","서래섬","https://korean.visitseoul.net/nature/서래섬/KOP027688?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027688","137-040 서울 서초구 반포동 115-5 ","06500 서울 서초구 신반포로11길 40 (반포동, 한강공원 반포 안내센터) ","02-3780-0541","","24시간","","연중무휴","9호선 신반포역 1번 출구에서 약 1.1km (도보 19분)"
"9991","ko","노을공원 캠핑장","https://korean.visitseoul.net/nature/노을공원-캠핑장/KOP009991?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP009991"," 서울특별시 마포구 상암동 478-1"," 서울특별시 마포구 하늘공원로 108-1 ?(상암동) ","02-304-3213","","당일 14:00 ~ 다음날 12:00 (입장은 당일 22:00 이전까지 완료)","화요일 ~ 일요일 (4월 1일부터 11월 30일까지 운영) ","월요일 휴장 (월요일이 휴일인 경우 익일 휴장, 징검다리 연휴일인 경우 연휴 다음날 휴장)","6호선 월드컵경기장역 1번 출구에서 맹꽁이 전동차 매표소까지 약 814m (도보 15분)  노을공원 캠핑장까지 맹꽁이전기차 이용 "
"8020","ko","화랑로 낙엽거리","https://korean.visitseoul.net/nature/화랑로-낙엽거리/KOP008020?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP008020","139-240 서울 노원구 공릉동 육군사관학교 일대","01805 서울특별시 노원구 공릉동 육군사관학교 일대 ","02-120","","","","","6호선 화랑대역 4번 출구에서 약 858m (도보 15분) "
"3599","ko","도봉산","https://korean.visitseoul.net/nature/도봉산/KOP003598?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003598","132-010 서울 도봉구 도봉동 경기 의정부시, 양주시 장흥면 일대","132-010 서울특별시 도봉구 도봉동 경기 의정부시, 양주시 장흥면 일대 ","02-954-2566","https://tour.dobong.go.kr/Contents.asp?code=10006251","07:30 ~ 18:00 (3월~10월) 08:00 ~ 17:00 (11월~2월)","매일","","1,7호선 도봉산역 1번 출구에서 약 552m (도보 10분) "
"36843","ko","금선사","https://korean.visitseoul.net/nature/금선사/KOP036843?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP036843"," 서울 종로구 구기동 196-2 ","03000 서울 종로구 비봉길 137 (구기동, 금선사) ","02-395-9911","http://www.geumsunsa.org/","","","","3호선 경복궁역 3번 출구에서 7212 지선버스 탑승, 이북오도청 정류장에서 하차 후 약 1.1km (도보 34분)"
"47457","ko","서울 도심 등산관광센터(북악산)","https://korean.visitseoul.net/nature/2024-SHTCbukaksan/KOPt16elj?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPt16elj"," 서울 종로구 삼청동 63-13 ","03053 서울 종로구 삼청로 88 (삼청동) 1층 ","1533-2158","https://www.seoulhiking.or.kr","09:00 - 18:00","수요일 ~ 월요일","화요일","5호선 광화문역 2번 출구에서 종로11번 버스 탑승 (약 10분 소요)"
"43382","ko","청계산 수변공원","https://korean.visitseoul.net/nature/CheonggyesanStreamWatersidePark/KOPv3l77y?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPv3l77y"," 서울 서초구 신원동 283-1 ","06802 서울 서초구 청계산로9길 1-15 (신원동) ","","","","","","신분당선 청계산입구역 1번 출구에서 399m (도보 6분)"
"2087","ko","마로니에공원","https://korean.visitseoul.net/nature/Темплстей-в-храме-Хвагеса-/KOP002071?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002071"," 서울 종로구 동숭동 1-119 ","03086 서울 종로구 대학로 104 (동숭동) ","02-2148-4158","http://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=34651&menuId=400176&menuNo=400176","","","","4호선 혜화역 2번 출구에서 약 93m (도보 1분)"
"46433","ko","밤섬","https://korean.visitseoul.net/nature/2024-BamseomIsland/KOP0l726f?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP0l726f"," 서울 마포구 신정동 74-1 ","04092 서울특별시 마포구 신정동 76-1 밤섬공원 ","02-3780-0793","","매일 09:00 - 17:00 ","","성탄절,신정,설날 휴무","밤섬 공원에서 조망 시 : 6호선 광흥창역 4번 출구에서 722m (도보 10분) 여의도 한강공원에서 조망 시 : 5호선 여의나루역 2번 출구에서 700m (도보 10분)"
"15060","ko","한강","https://korean.visitseoul.net/nature/한강/KOP015060?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP015060","150-010 서울 영등포구 여의도동 2 ","07243 서울 영등포구 여의공원로 68 ","(주) 02-120 (야) 3780-0777","http://hangang.seoul.go.kr/","","","","5호선 여의나루역 1번 출구 도보 5분  5호선 여의도역 3번 출구 도보 5분"
